@id,@lat,@lon,surveillance:type,operator,direction
10948354984,41.9898953,-87.6603320,ALPR,Chicago Police Department,180
10962672187,41.9756091,-87.7686348,ALPR,Chicago Police Department,75
10968615073,41.9549002,-87.6444903,ALPR,Chicago Police Department,330
10968615077,41.9600609,-87.6459726,ALPR,Chicago Police Department,350
10968615080,41.9678192,-87.6473936,ALPR,Chicago Police Department,345
10968615081,41.9743311,-87.6490633,ALPR,Chicago Police Department,330
10968643037,41.9539793,-87.7130578,ALPR,Chicago Police Department,115
10968643038,41.9273395,-87.6312749,ALPR,Chicago Police Department,310
10968643041,41.9399217,-87.6374104,ALPR,Chicago Police Department,300
10968643046,41.9415862,-87.6387820,ALPR,Chicago Police Department,315
10968643051,41.9527971,-87.6444452,ALPR,Chicago Police Department,350
10968651874,41.9857117,-87.6539089,ALPR,Chicago Police Department,250
10968651875,41.9854738,-87.6565461,ALPR,Chicago Police Department,90
10968651876,41.9854928,-87.6565476,ALPR,Chicago Police Department,90
10968651877,41.9855590,-87.6568245,ALPR,Chicago Police Department,270
10968651878,41.9855404,-87.6568241,ALPR,Chicago Police Department,270
10968651883,41.9837772,-87.6536320,ALPR,Chicago Police Department,180
10968651884,41.9762918,-87.6511120,ALPR,Chicago Police Department,145
10968651885,41.9654013,-87.6479309,ALPR,Chicago Police Department,130
10968651887,41.9583814,-87.6461733,ALPR,Chicago Police Department,145
10968651889,41.9414356,-87.6395173,ALPR,Chicago Police Department,135
10968651890,41.9272523,-87.6319888,ALPR,Chicago Police Department,165
10997293627,41.9466050,-87.7128451,ALPR,Chicago Police Department,270
11016329327,41.9027727,-87.7264479,ALPR,Chicago Police Department,250
11016775374,41.8868374,-87.6444349,ALPR,Chicago Police Department,270
11016775375,41.8867926,-87.6441659,ALPR,Chicago Police Department,90
11016775376,41.8869218,-87.6442443,ALPR,Chicago Police Department,0
11016775377,41.8866913,-87.6443180,ALPR,Chicago Police Department,180
11040424647,41.8910839,-87.6476645,ALPR,Chicago Police Department,180
11040424650,41.8744331,-87.6276786,ALPR,Chicago Police Department,180
11052797776,41.9172056,-87.7291964,ALPR,Chicago Police Department,245
11086127546,41.8924315,-87.6323890,ALPR,Chicago Police Department,75
11086127547,41.8924235,-87.6323880,ALPR,Chicago Police Department,90
11086127548,41.8923781,-87.6323857,ALPR,Chicago Police Department,90
11092759460,41.9394489,-87.7026836,ALPR,Chicago Police Department,0
11097622393,41.8767405,-87.6366740,ALPR,Chicago Police Department,345
11097622394,41.8767891,-87.6366794,ALPR,Chicago Police Department,0
11098183823,41.8718257,-87.7647668,ALPR,Chicago Police Department,205
11098381975,41.8736329,-87.7327513,ALPR,Illinois State Police,90;80;70;100
11098381976,41.8735139,-87.7327512,ALPR,Illinois State Police,80
11098381977,41.8737687,-87.7229703,ALPR,Illinois State Police,90;80;70;100
11098381978,41.8741068,-87.7230362,ALPR,Illinois State Police,270;260;250;280
11098381979,41.8742418,-87.7157919,ALPR,Illinois State Police,270;280
11098381980,41.8746032,-87.7060744,ALPR,Illinois State Police,260;250;240;270;280
11098381981,41.8742869,-87.7058073,ALPR,Illinois State Police,80;70;90;100;110
11098381982,41.8752696,-87.6906120,ALPR,Illinois State Police,90;70;80;100
11098381983,41.8757335,-87.6906860,ALPR,Illinois State Police,270;250;260;280
11098381984,41.8758851,-87.6906901,ALPR,Illinois State Police,270;280
11098381985,41.8751197,-87.6906073,ALPR,Illinois State Police,90;100
11135487050,41.9012886,-87.6238237,ALPR,Chicago Police Department,0
11135487051,41.9012890,-87.6238303,ALPR,Chicago Police Department,345
11152172380,41.9252143,-87.6683314,ALPR,Chicago Police Department,270
11157999665,41.8384291,-87.6265827,ALPR,Chicago Police Department,0
11157999666,41.8472557,-87.6271031,ALPR,Illinois State Police,250
11157999667,41.8472864,-87.6271028,ALPR,Illinois State Police,260
11157999668,41.8471966,-87.6265784,ALPR,Illinois State Police,70
11158252257,41.8956257,-87.7066833,ALPR,Chicago Police Department,250
11184621333,41.8755145,-87.6305423,ALPR,Chicago Police Department,85
11218784867,41.8613597,-87.6958928,ALPR,,240
11230512892,41.7289434,-87.6247737,ALPR,Illinois State Police,180;170;160;190;200
11230514297,41.6846992,-87.6623338,ALPR,Illinois State Police,180
11230514298,41.7147907,-87.6432419,ALPR,Illinois State Police,270
11232808356,41.8016745,-87.6318342,ALPR,Illinois State Police,180
11232808357,41.8016788,-87.6315677,ALPR,Illinois State Police,180
11232808358,41.8016785,-87.6315159,ALPR,Illinois State Police,180
11232808359,41.8016747,-87.6317858,ALPR,Illinois State Police,180
11232809988,41.8089664,-87.6326871,ALPR,Chicago Police Department,180
11232809989,41.8089671,-87.6326455,ALPR,Chicago Police Department,170
11232841648,41.7730452,-87.6058684,ALPR,Chicago Police Department,170
11237125126,41.9153896,-87.7277999,ALPR,Chicago Police Department,105
11241901562,41.6586196,-87.5589304,ALPR,Chicago Police Department,350
11242235185,41.7518297,-87.5478306,ALPR,Chicago Police Department,110
11242235187,41.7521381,-87.5479114,ALPR,Chicago Police Department,310
11246746272,41.7725906,-87.6266644,ALPR,Chicago Police Department,200
11246751093,41.7578117,-87.5945115,ALPR,Chicago Police Department,120
11246854788,41.7555491,-87.5914043,ALPR,Chicago Police Department,120
11246854791,41.7514988,-87.5799612,ALPR,Chicago Police Department,290
11247448875,41.7727665,-87.6301016,ALPR,Chicago Police Department,260
11247448876,41.7724222,-87.6444434,ALPR,Chicago Police Department,80
11250341580,41.7943240,-87.6453440,ALPR,Chicago Police Department,265
11250341583,41.7797057,-87.6445832,ALPR,Chicago Police Department,75
11291030975,41.8730521,-87.7547535,ALPR,Chicago Police Department,0
11291083105,41.8820123,-87.7258652,ALPR,Chicago Police Department,260
11291083106,41.8818739,-87.7255690,ALPR,Chicago Police Department,85
11291127146,41.8955090,-87.7164640,ALPR,Chicago Police Department,270
11291211754,41.8118225,-87.5894386,ALPR,Chicago Police Department,305
11291239836,41.7926285,-87.5800826,ALPR,Chicago Police Department,345
11294661195,41.7879416,-87.5891983,ALPR,University of Chicago Police Department,105
11294686251,41.7877929,-87.6059183,ALPR,University of Chicago Police Department,200
11294686254,41.7878543,-87.6011308,ALPR,University of Chicago Police Department,195
11456195744,41.6517223,-87.6171378,ALPR,Chicago Police Department,350
11492773016,41.8933138,-87.6283191,ALPR,Chicago Police Department,260
11492773017,41.8916639,-87.6282597,ALPR,Chicago Police Department,270
11500824435,41.9900858,-87.7952464,ALPR,Chicago Police Department,120
11501294876,41.9042891,-87.7213991,ALPR,Chicago Police Department,260
11501294877,41.9070367,-87.7287576,ALPR,Chicago Police Department,115
11501651132,41.8163027,-87.6458327,ALPR,Chicago Police Department,170
11501881267,41.8086578,-87.6651990,ALPR,Chicago Police Department,265
11502009136,41.8373808,-87.6657877,ALPR,Chicago Police Department,180
11503681932,41.7510703,-87.6147991,ALPR,Chicago Police Department,80
11504948430,41.9681888,-87.7278974,ALPR,Chicago Police Department,80
11506893090,41.9148279,-87.6268854,ALPR,Chicago Police Department,300
11509114188,41.8905683,-87.6135475,ALPR,Chicago Police Department,25
11544737784,41.8673487,-87.6272481,ALPR,Chicago Police Department,75
11596427229,41.7257070,-87.6007901,ALPR,Chicago Police Department,80
11596451262,41.7225577,-87.5752183,ALPR,Chicago Police Department,255
11826301082,41.8801959,-87.7646984,ALPR,Chicago Police Department,90
11826478703,41.7940451,-87.6318007,ALPR,Chicago Police Department,180
11838848938,41.6515528,-87.5276000,ALPR,Chicago Police Department,325
11867416908,41.8529470,-87.6322020,ALPR,Chicago Police Department,270
11867416909,41.8529170,-87.6321987,ALPR,Chicago Police Department,270
11867416912,41.8577644,-87.6388546,ALPR,Chicago Police Department,350
11867416913,41.8879749,-87.6280276,ALPR,Chicago Police Department,200
11867416914,41.9033033,-87.6672503,ALPR,Chicago Police Department,90
11867416915,41.9073830,-87.6727038,ALPR,Chicago Police Department,300
11867416918,41.9101335,-87.6772131,ALPR,Chicago Police Department,110
11900029678,41.9009035,-87.6243353,ALPR,,255
12170786178,41.9243113,-87.7364008,ALPR,Chicago Police Department,90
12170786179,41.9239717,-87.7561855,ALPR,Chicago Police Department,180
12182513651,41.8805900,-87.7454359,ALPR,Chicago Police Department,250
12182513652,41.8803332,-87.7453384,ALPR,Chicago Police Department,180
12182513660,41.8872523,-87.7456301,ALPR,Chicago Police Department,165
12182674171,41.8730241,-87.7450682,ALPR,Chicago Police Department,180
12182792167,41.8930892,-87.6327186,ALPR,Chicago Police Department,180
12182910795,41.8623544,-87.7104911,ALPR,Chicago Police Department,165
12182910797,41.8591378,-87.7103073,ALPR,Chicago Police Department,0
12182910855,41.9096329,-87.7751480,ALPR,Chicago Police Department,345
12182910856,41.9098100,-87.7753399,ALPR,Chicago Police Department,180
12182927189,41.8739735,-87.7328222,ALPR,Illinois State Police,255;245;235;255
12182927190,41.8741347,-87.7328274,ALPR,Illinois State Police,275
12182927191,41.8736069,-87.7229631,ALPR,Illinois State Police,100
12182927192,41.8742530,-87.7230358,ALPR,Illinois State Police,255
12182943660,41.8661312,-87.7200936,ALPR,Chicago Police Department,180
12184406789,41.7948911,-87.5982617,ALPR,University of Chicago Police Department,70
12184445871,41.7949036,-87.6015690,ALPR,University of Chicago Police Department,300
